,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
10,1987,22630DPNTFPOBOX,110000341149,AXALTA COATING SYSTEMS USA LLC-FRONT ROYAL PLANT,7961 WINCHESTER RD,FRONT ROYAL,WARREN,VA,22630,,,38.981036,-78.174118,NAD83,AXALTA COATING SYSTEMS LLC,78611267.0,AXALTA COATING SYSTEMS LLC,NO,325,Chemicals,2851,,,,,,325510,,,,,,1387010150389,Methyl methacrylate,NO,0000080626,80-62-6,8458.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,28000.0,0.0,28000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
11,1987,23224WSTVC403ST,110000341764,MEADWESTVACO CPD PLANT 1,403 STOCKTON ST,RICHMOND,RICHMOND (CITY),VA,23224,,,37.523,-77.43642,NAD83,MEADWESTVACO CORP,1316397.0,,NO,323,Printing,2754,,,,,,323111,,,,,,1387010188050,Toluene,NO,0000108883,108-88-3,25452.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,140000.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,0.0,0.0,5500.0,0.0,21500.0,168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12,1987,24019TTLCT7635P,110000869579,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,7635 PLANTATION RD,ROANOKE,ROANOKE,VA,24019,,,37.35298,-79.95424,NAD83,ELBIT SYSTEMS OF AMERICA,4203337.0,ELBIT SYSTEMS OF AMERICA,NO,334,Computers and Electronic Products,3670,,,,,,334511,,,,,,1387010272274,Acetone,NO,0000067641,67-64-1,4309.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,663.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788.0,0.0,0.0,0.0,0.0,61451.0,53.0,61571.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
13,1987,23523FRDMT2424S,110000342200,FORD NORFOLK ASSEMBLY PLANT,2424 FORD DR,NORFOLK,NORFOLK (CITY),VA,23523,,,36.83027,-76.25344,NAD83,FORD MOTOR CO,1344746.0,,NO,336,Transportation Equipment,3711,,,,,,336112,,,,,,1387010318121,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,1987,23927BRLNGHWY72,110005217942,BURLINGTON INDUSTRIES INC BURLINGTON COMBING PLANT,899 BURLINGTON INDUSTRY DR,CLARKSVILLE,MECKLENBURG,VA,23927,,,36.60622,-78.54191,NAD83,BURLINGTON INDS INC,1317833.0,,NO,313,Textiles,2262,,,,,,313311,,,,,,1387010388647,"1,2,4-Trichlorobenzene",NO,0000120821,120-82-1,31435.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,47697.0,19415.0,15403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,5545.0,0.0,0.0,0.0,8801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8801.0,91316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15,1987,24541CRNNGROUTE,110001887682,CORNING INC,265 CORNING DR,DANVILLE,PITTSYLVANIA,VA,245416262,,,36.544988,-79.459487,NAD83,CORNING INC,1307735.0,,NO,327,Nonmetallic Mineral Product,3229,,,,,,327212,,,,,,1387010498145,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,2675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16,1987,22980DPNTWDUPON,110000341504,THE LYCRA CO LLC,400 DU PONT BLVD,WAYNESBORO,AUGUSTA,VA,22980,,,38.061111,-78.883333,NAD83,THE LYCRA CO LLC,80976539.0,THE LYCRA CO LLC,NO,325,Chemicals,2821,2824.0,,,,,325211,,,,,,1387000000202,Biphenyl,NO,0000092524,92-52-4,14183.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,25000.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,1987,24060FDRLMRT460,110000342987,FEDERAL MOGUL POWERTRAIN LLC.,300 INDUSTRIAL PARK RD SE,BLACKSBURG,MONTGOMERY,VA,24060,,,37.192593,-80.397575,NAD83,TENNECO INC,181442526.0,TENNECO INC,NO,336,Transportation Equipment,3714,,,,,,336312,,,,,,1387010187716,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,1987,22601SLLVN1944V,110000869766,O'SULLIVAN FILMS  INC,1944 VALLEY AVE,WINCHESTER,WINCHESTER (CITY),VA,22601,,,39.16513,-78.18166,NAD83,,,,NO,326,Plastics and Rubber,3081,3083.0,,,,,326113,,,,,,1387010190522,Acetone,NO,0000067641,67-64-1,4309.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,750.0,162243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,162993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,1987,24203MRRSN400CO,110000343398,STRONGWELL CORP BRISTOL,400 COMMONWEALTH AVE,BRISTOL,BRISTOL (CITY),VA,24201,,,36.60084,-82.19035,NAD83,STRONGWELL CORP,,STRONGWELL CORP,NO,326,Plastics and Rubber,3079,,,,,,326130,,,,,,1387010230136,Antimony compounds,NO,N010,N010,649921.0,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,1987,23851HRCLSROUTE,110070828262,SOLENIS LLC,27123 SHADY BROOK TRAIL,COURTLAND,SOUTHAMPTON,VA,23837,,,36.6512,-76.999045,NAD83,PLATINUM EQUITY LLC,78488253.0,PLATINUM EQUITY ADVISORS LLC,NO,325,Chemicals,2861,2899.0,2869,,,,325199,,,,,,1387010240796,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,253000.0,32.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
